Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
Mario & Sonic at the Olympic Winter Games;Wii;2009;Sega;4.54;1.87;1.97;0.22;0.48;7th Gen;Home Console;Nintendo;mario & sonic at the olympic winter games
Mario & Sonic at the Rio 2016 Olympic Games;Nintendo 3DS;2016;Arzest;0.7;0.1;0.29;0.28;0.03;8th Gen;Handheld;Nintendo;mario & sonic at the rio 2016 olympic games
Mario & Sonic at the Rio 2016 Olympic Games;Wii U;2016;Sega Sports R&D;0.49;0.1;0.23;0.13;0.03;8th Gen;Home Console;Nintendo;mario & sonic at the rio 2016 olympic games
Mario & Sonic at the Sochi 2014 Olympic Winter Games;Wii U;2013;Sega Sports R&D;0.8;0.37;0.23;0.14;0.06;8th Gen;Home Console;Nintendo;mario & sonic at the sochi 2014 olympic winter games
Mario Golf;Nintendo 64;1999;Camelot Software Planning;1.47;0.62;0.18;0.65;0.02;5th Gen;Home Console;Nintendo;mario golf
Mario Golf: Toadstool Tour;GameCube;2003;Camelot Software Planning;1.53;1.09;0.15;0.25;0.04;6th Gen;Home Console;Nintendo;mario golf toadstool tour
Mario Golf: World Tour;Nintendo 3DS;2014;Camelot Software Planning;0.5;0.14;0.15;0.18;0.03;8th Gen;Handheld;Nintendo;mario golf world tour
Mario Hoops 3 on 3;Nintendo DS;2006;Square Enix;1.62;0.99;0.04;0.49;0.1;7th Gen;Handheld;Nintendo;mario hoops 3 on 3
Mario Kart 64;Nintendo 64;1996;;9.87;5.55;1.94;2.23;0.15;5th Gen;Home Console;Nintendo;mario kart 64
Mario Kart 7;Nintendo 3DS;2011;Nintendo EAD / Retro Studios;12.21;4.74;3.91;2.67;0.89;8th Gen;Handheld;Nintendo;mario kart 7
Mario Kart 8;Wii U;2014;Nintendo;6.96;3.13;2.07;1.27;0.49;8th Gen;Home Console;Nintendo;mario kart 8
Mario Kart: Double Dash!!;GameCube;2003;Nintendo EAD;6.95;4.12;1.77;0.87;0.19;6th Gen;Home Console;Nintendo;mario kart double dash!!
Mario Kart DS;Nintendo DS;2005;Nintendo EAD;23.43;9.81;7.57;4.13;1.92;7th Gen;Handheld;Nintendo;mario kart ds
Mario Kart Wii;Wii;2008;Nintendo EAD;35.83;15.85;12.88;3.79;3.31;7th Gen;Home Console;Nintendo;mario kart wii
Mario Party;Nintendo 64;1998;;2.7;1.25;0.53;0.87;0.05;5th Gen;Home Console;Nintendo;mario party
Mario Party 10;Wii U;2015;Nd Cube Co., Ltd.;1.54;0.69;0.5;0.24;0.11;8th Gen;Home Console;Nintendo;mario party 10
Mario Party 2;Nintendo 64;1999;;2.51;1.28;0.14;1.08;0.01;5th Gen;Home Console;Nintendo;mario party 2
Mario Party 3;Nintendo 64;2000;;1.91;0.72;0.16;1.01;0.02;5th Gen;Home Console;Nintendo;mario party 3
Mario Party 4;GameCube;2002;Hudson Soft;2.48;1.13;0.36;0.92;0.07;6th Gen;Home Console;Nintendo;mario party 4
Mario Party 5;GameCube;2003;Hudson Soft;2.09;0.97;0.33;0.73;0.06;6th Gen;Home Console;Nintendo;mario party 5
Mario Party 6;GameCube;2004;Hudson Soft;1.66;0.9;0.11;0.6;0.05;6th Gen;Home Console;Nintendo;mario party 6
Mario Party 7;GameCube;2005;Hudson Soft;1.56;0.95;0.11;0.46;0.04;6th Gen;Home Console;Nintendo;mario party 7
Mario Party 8;Wii;2007;Hudson Soft;8.42;3.81;2.3;1.58;0.73;7th Gen;Home Console;Nintendo;mario party 8
Mario Party 9;Wii;2012;Nd Cube Co., Ltd.;3.32;1.15;1.17;0.76;0.24;7th Gen;Home Console;Nintendo;mario party 9
Mario Party DS;Nintendo DS;2007;Hudson Soft;9.02;4.46;1.88;1.98;0.7;7th Gen;Handheld;Nintendo;mario party ds
Mario Party: Island Tour;Nintendo 3DS;2013;Nd Cube Co., Ltd.;1.86;0.61;0.59;0.55;0.11;8th Gen;Handheld;Nintendo;mario party island tour
Mario Party: Star Rush;Nintendo 3DS;2016;Nd Cube Co., Ltd.;0.87;0.25;0.37;0.2;0.05;8th Gen;Handheld;Nintendo;mario party star rush
Mario Party: The Top 100;Nintendo 3DS;2017;Nd Cube Co., Ltd.;0.68;0.23;0.17;0.24;0.04;8th Gen;Handheld;Nintendo;mario party the top 100
Mario Power Tennis;GameCube;2004;Camelot Software Planning;1.23;0.58;0.16;0.46;0.03;6th Gen;Home Console;Nintendo;mario power tennis
Mario Sports Mix;Wii;2010;;2.11;0.9;0.45;0.63;0.13;7th Gen;Home Console;Nintendo;mario sports mix
Mario Sports Superstars;Nintendo 3DS;2017;Namco Bandai Games;0.46;0.18;0.12;0.13;0.03;8th Gen;Handheld;Nintendo;mario sports superstars
Mario Strikers Charged;Wii;2007;Next Level Games;2.62;1.07;1.06;0.24;0.25;7th Gen;Home Console;Nintendo;mario strikers charged
Mario Superstar Baseball;GameCube;2005;Namco / NOW Production;1.46;0.93;0.24;0.25;0.04;6th Gen;Home Console;Nintendo;mario superstar baseball
Mario Tennis;Nintendo 64;2000;Camelot Software Planning;2.31;0.78;0.4;1.06;0.07;5th Gen;Home Console;Nintendo;mario tennis
Mario Tennis;Wii;2010;;0.07;0.0;0.06;0.0;0.01;7th Gen;Home Console;Nintendo;mario tennis
Mario Tennis Open;Nintendo 3DS;2012;Camelot Software Planning;0.93;0.26;0.29;0.33;0.05;8th Gen;Handheld;Nintendo;mario tennis open
Mario Tennis Ultra Smash;Wii U;2015;Camelot Software Planning;0.54;0.16;0.2;0.15;0.03;8th Gen;Home Console;Nintendo;mario tennis ultra smash
Mario vs. Donkey Kong 2: March of the Minis;Nintendo DS;2006;Nintendo Software Technology Corporation;1.2;0.74;0.03;0.36;0.07;7th Gen;Handheld;Nintendo;mario vs. donkey kong 2 march of the minis
