;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
584;Batman Beyond: Return of the Joker;Nintendo 64;2000;Kemco;0.09;0.07;0.02;0.0;0.0;5th Gen;Home Console;Nintendo;batman beyond return of the joker
585;Batman Beyond: Return of the Joker;PlayStation;2000;Kemco;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony;batman beyond return of the joker
586;Batman: Dark Tomorrow;GameCube;2003;HotGen, Ltd.;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;batman dark tomorrow
587;Batman: Dark Tomorrow;Xbox;2003;HotGen, Ltd.;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;batman dark tomorrow
588;Batman Forever: The Arcade Game;PlayStation;1996;Iguana Entertainment;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;batman forever the arcade game
589;Batman: Gotham City Racer;PlayStation;2001;Sinister Games;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;batman gotham city racer
590;Batman: Return to Arkham;PlayStation 4;2016;Rocksteady Studios;0.65;0.15;0.39;0.01;0.1;8th Gen;Home Console;Sony;batman return to arkham
591;Batman: Return to Arkham;Xbox One;2016;Rocksteady Studios;0.2;0.12;0.06;0.0;0.02;8th Gen;Home Console;Microsoft;batman return to arkham
592;Batman: Rise of Sin Tzu;GameCube;2003;Ubisoft Montreal;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;batman rise of sin tzu
593;Batman: Rise of Sin Tzu;PlayStation 2;2003;Ubisoft Montreal;0.35;0.17;0.13;0.0;0.05;6th Gen;Home Console;Sony;batman rise of sin tzu
594;Batman: Rise of Sin Tzu;Xbox;2003;Ubisoft Montreal;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;batman rise of sin tzu
595;Batman: The Brave and the Bold the Videogame;Nintendo DS;2010;WayForward Technologies;0.29;0.23;0.04;0.0;0.02;7th Gen;Handheld;Nintendo;batman the brave and the bold the videogame
596;Batman: The Brave and the Bold the Videogame;Wii;2010;WayForward Technologies;0.27;0.2;0.05;0.0;0.02;7th Gen;Home Console;Nintendo;batman the brave and the bold the videogame
597;Batman: Vengeance;GameCube;2001;Ubisoft Montreal;0.26;0.2;0.05;0.0;0.01;6th Gen;Home Console;Nintendo;batman vengeance
598;Batman: Vengeance;PlayStation 2;2001;Ubisoft Montreal;0.55;0.27;0.21;0.0;0.07;6th Gen;Home Console;Sony;batman vengeance
599;Battalion Wars;GameCube;2005;Kuju Entertainment;0.4;0.25;0.07;0.07;0.01;6th Gen;Home Console;Nintendo;battalion wars
600;Battalion Wars 2;Wii;2007;Kuju Entertainment;0.34;0.22;0.02;0.08;0.02;7th Gen;Home Console;Nintendo;battalion wars 2
601;Battle Arena Toshinden;PlayStation;1995;Tamsoft;1.26;0.39;0.26;0.53;0.08;5th Gen;Home Console;Sony;battle arena toshinden
602;Battle Arena Toshinden 2;PlayStation;1996;Tamsoft;0.71;0.15;0.1;0.41;0.05;5th Gen;Home Console;Sony;battle arena toshinden 2
603;Battle Arena Toshinden 3;PlayStation;1997;Takara;0.26;0.06;0.04;0.14;0.02;5th Gen;Home Console;Sony;battle arena toshinden 3
604;Battle Assault 3 featuring Gundam Seed;PlayStation 2;2004;Natsume;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony;battle assault 3 featuring gundam seed
605;Battle Chasers: Nightwar;PlayStation 4;2017;Airship Syndicate;0.06;0.03;0.02;0.0;0.01;8th Gen;Home Console;Sony;battle chasers nightwar
606;Battle Chasers: Nightwar;Switch;2018;Airship Syndicate;0.04;0.03;0.01;0.0;0.0;8th Gen;Hybrid;Nintendo;battle chasers nightwar
607;Battle Engine Aquila;PlayStation 2;2003;Lost Toys;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony;battle engine aquila
608;Battle Hunter;PlayStation;2001;Success;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;battle hunter
609;Battle of Giants: Dinosaurs;Nintendo DS;2008;Ubisoft Quebec;0.8;0.37;0.35;0.0;0.08;7th Gen;Handheld;Nintendo;battle of giants dinosaurs
610;Battle of Giants: Dinosaurs Strike;Wii;2010;Ubisoft Quebec City;0.18;0.14;0.03;0.0;0.01;7th Gen;Home Console;Nintendo;battle of giants dinosaurs strike
611;Battle of Giants: Dragons;Nintendo DS;2009;Ubisoft Quebec;0.61;0.3;0.25;0.0;0.06;7th Gen;Handheld;Nintendo;battle of giants dragons
612;Battle of Giants: Mutant Insects;Nintendo DS;2010;Ubisoft Quebec;0.27;0.09;0.15;0.0;0.03;7th Gen;Handheld;Nintendo;battle of giants mutant insects
613;Battle Stations;PlayStation;1997;Realtime Associates;0.77;0.43;0.29;0.0;0.05;5th Gen;Home Console;Sony;battle stations
614;Battle vs. Chess;Xbox 360;2011;;0.03;0.0;0.03;0.0;0.0;7th Gen;Home Console;Microsoft;battle vs. chess
615;Battleborn;PlayStation 4;2016;Gearbox Software;0.48;0.25;0.12;0.03;0.08;8th Gen;Home Console;Sony;battleborn
616;Battleborn;Xbox One;2016;Gearbox Software;0.28;0.2;0.05;0.0;0.03;8th Gen;Home Console;Microsoft;battleborn
617;Battlefield 1;PlayStation 4;2016;EA DICE;7.26;2.2;3.65;0.29;1.12;8th Gen;Home Console;Sony;battlefield 1
618;Battlefield 1;Xbox One;2016;EA DICE;5.13;3.37;1.26;0.02;0.48;8th Gen;Home Console;Microsoft;battlefield 1
619;Battlefield 2: Modern Combat;PlayStation 2;2005;Digital Illusions;0.44;0.37;0.01;0.0;0.06;6th Gen;Home Console;Sony;battlefield 2 modern combat
620;Battlefield 2: Modern Combat;Xbox;2005;Digtal Illusions;0.56;0.39;0.15;0.0;0.02;6th Gen;Home Console;Microsoft;battlefield 2 modern combat
621;Battlefield 2: Modern Combat;Xbox 360;2006;Digtal Illusions;0.41;0.35;0.02;0.01;0.03;7th Gen;Home Console;Microsoft;battlefield 2 modern combat
622;Battlefield 3;PlayStation 3;2011;Dice;7.22;2.86;2.94;0.35;1.07;7th Gen;Home Console;Sony;battlefield 3
623;Battlefield 3;Xbox 360;2011;Dice;7.34;4.47;2.12;0.06;0.69;7th Gen;Home Console;Microsoft;battlefield 3
624;Battlefield 4;PlayStation 3;2013;EA DICE;3.63;1.31;1.5;0.27;0.55;7th Gen;Home Console;Sony;battlefield 4
625;Battlefield 4;PlayStation 4;2013;EA DICE;3.95;1.4;1.74;0.19;0.62;8th Gen;Home Console;Sony;battlefield 4
626;Battlefield 4;Xbox 360;2013;EA DICE;3.55;2.16;1.05;0.02;0.32;7th Gen;Home Console;Microsoft;battlefield 4
627;Battlefield 4;Xbox One;2013;EA DICE;2.1;1.26;0.65;0.0;0.19;8th Gen;Home Console;Microsoft;battlefield 4
628;Battlefield: Bad Company;PlayStation 3;2008;EA Digital Illusions CE;1.34;0.76;0.36;0.05;0.17;7th Gen;Home Console;Sony;battlefield bad company
629;Battlefield: Bad Company;Xbox 360;2008;EA Digital Illusions CE;1.46;0.81;0.46;0.04;0.15;7th Gen;Home Console;Microsoft;battlefield bad company
630;Battlefield: Bad Company 2;PlayStation 3;2010;EA Digital Illusions CE;2.96;1.33;1.11;0.08;0.44;7th Gen;Home Console;Sony;battlefield bad company 2
631;Battlefield: Bad Company 2;Xbox 360;2010;EA Digital Illusions CE;3.49;2.11;1.01;0.04;0.33;7th Gen;Home Console;Microsoft;battlefield bad company 2
632;Battlefield: Hardline;PlayStation 3;2015;EA DICE;0.46;0.15;0.17;0.08;0.06;7th Gen;Home Console;Sony;battlefield hardline
633;Battlefield: Hardline;PlayStation 4;2015;EA DICE;2.16;0.72;0.97;0.14;0.33;8th Gen;Home Console;Sony;battlefield hardline
634;Battlefield: Hardline;Xbox 360;2015;EA DICE;0.3;0.18;0.09;0.0;0.03;7th Gen;Home Console;Microsoft;battlefield hardline
635;Battlefield: Hardline;Xbox One;2015;EA DICE;1.24;0.73;0.39;0.01;0.11;8th Gen;Home Console;Microsoft;battlefield hardline
636;Battlefield V;PlayStation 4;2018;EA DICE;2.23;0.8;0.93;0.16;0.34;8th Gen;Home Console;Sony;battlefield v
637;Battlefield V;Xbox One;2018;EA DICE;1.55;1.05;0.35;0.0;0.15;8th Gen;Home Console;Microsoft;battlefield v
638;Battles of Prince of Persia;Nintendo DS;2005;Ubisoft Montreal;0.12;0.1;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;battles of prince of persia
639;Battlestar Galactica;PlayStation 2;2003;Warthog;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;battlestar galactica
640;Battlestar Galactica;Xbox;2003;Warthog;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;battlestar galactica
641;Battlestations: Midway;Xbox 360;2007;Eidos Hungary;0.25;0.21;0.02;0.0;0.02;7th Gen;Home Console;Microsoft;battlestations midway
642;Battlestations: Pacific;Xbox 360;2009;Eidos Studios Hungary;0.32;0.17;0.11;0.01;0.03;7th Gen;Home Console;Microsoft;battlestations pacific
643;BattleTanx;Nintendo 64;1998;3DO;0.32;0.26;0.06;0.0;0.0;5th Gen;Home Console;Nintendo;battletanx
644;BattleTanx: Global Assault;Nintendo 64;1999;3DO;0.38;0.31;0.07;0.0;0.0;5th Gen;Home Console;Nintendo;battletanx global assault
645;Battlezone;PlayStation 4;2016;Rebellion Developments;0.16;0.09;0.04;0.0;0.03;8th Gen;Home Console;Sony;battlezone
646;Battlezone: Rise of the Black Dogs;Nintendo 64;2000;Climax Group;0.07;0.06;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;battlezone rise of the black dogs
647;Bayonetta;PlayStation 3;2010;PlatinumGames;1.21;0.44;0.4;0.21;0.16;7th Gen;Home Console;Sony;bayonetta
648;Bayonetta;PlayStation 3;2009;;1.23;0.44;0.41;0.21;0.17;7th Gen;Home Console;Sony;bayonetta
649;Bayonetta;Xbox 360;2010;PlatinumGames;0.93;0.51;0.25;0.09;0.08;7th Gen;Home Console;Microsoft;bayonetta
650;Bayonetta;Xbox 360;2009;;0.94;0.51;0.26;0.09;0.08;7th Gen;Home Console;Microsoft;bayonetta
651;Bayonetta 2;Wii U;2014;PlatinumGames;1.02;0.34;0.28;0.1;0.3;8th Gen;Home Console;Nintendo;bayonetta 2
652;Beach Spikers: Virtua Beach Volleyball;GameCube;2002;Sega-AM2;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;beach spikers virtua beach volleyball
653;Beat Down: Fists of Vengeance;PlayStation 2;2005;Cavia Inc.;0.17;0.04;0.03;0.09;0.01;6th Gen;Home Console;Sony;beat down fists of vengeance
654;Beatdown: Fists of Vengeance;Xbox;2005;Cavia Inc.;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;beatdown fists of vengeance
655;Beaterator;PlayStation Portable;2009;Rockstar Leeds;0.11;0.07;0.02;0.0;0.02;6th Gen;Handheld;Sony;beaterator
656;BeatMania;PlayStation 2;2006;Konami;0.07;0.03;0.03;0.0;0.01;6th Gen;Home Console;Sony;beatmania
657;Beautiful Katamari;Xbox 360;2007;Now Production;0.33;0.14;0.02;0.15;0.02;7th Gen;Home Console;Microsoft;beautiful katamari
658;Bee Movie Game;PlayStation 2;2007;Beenox;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;bee movie game
659;Bee Movie Game;Wii;2007;Smart Bomb Interactive;0.34;0.3;0.01;0.0;0.03;7th Gen;Home Console;Nintendo;bee movie game
660;Beetle Adventure Racing!;Nintendo 64;1999;Paradigm Entertainment, Electronic Arts;0.62;0.4;0.2;0.0;0.02;5th Gen;Home Console;Nintendo;beetle adventure racing!
661;Beijing 2008;PlayStation 3;2008;Eurocom Entertainment Software;0.86;0.14;0.54;0.01;0.17;7th Gen;Home Console;Sony;beijing 2008
662;Beijing 2008;Xbox 360;2008;Eurocom Entertainment Software;0.59;0.15;0.38;0.0;0.06;7th Gen;Home Console;Microsoft;beijing 2008
663;Bejeweled 3;Nintendo DS;2011;PopCap Games;0.34;0.29;0.02;0.0;0.03;7th Gen;Handheld;Nintendo;bejeweled 3
664;Bejeweled Twist;Nintendo DS;2010;Griptonite Games;0.09;0.0;0.08;0.0;0.01;7th Gen;Handheld;Nintendo;bejeweled twist
665;Bella Sara;Nintendo DS;2008;Hidden City Games;0.08;0.04;0.03;0.0;0.01;7th Gen;Handheld;Nintendo;bella sara
666;Bella Sara 2 - The Magic of Drasilmare;Nintendo 3DS;2013;EKO Software;0.04;0.0;0.04;0.0;0.0;8th Gen;Handheld;Nintendo;bella sara 2 the magic of drasilmare
667;Ben 10 (2017);Switch;2017;Torus Games;0.08;0.04;0.03;0.0;0.01;8th Gen;Hybrid;Nintendo;ben 10 (2017)
668;Ben 10: Alien Force;Nintendo DS;2008;1st Playable Productions / OneNine Studios;0.96;0.65;0.22;0.0;0.09;7th Gen;Handheld;Nintendo;ben 10 alien force
669;Ben 10: Alien Force;PlayStation 2;2008;Monkey Bar Games;0.57;0.22;0.02;0.0;0.33;6th Gen;Home Console;Sony;ben 10 alien force
670;Ben 10: Alien Force;PlayStation Portable;2008;Monkey Bar Games;0.61;0.36;0.14;0.0;0.11;6th Gen;Handheld;Sony;ben 10 alien force
671;Ben 10: Alien Force;Wii;2008;Monkey Bar Games;0.8;0.52;0.21;0.0;0.07;7th Gen;Home Console;Nintendo;ben 10 alien force
672;Ben 10 Alien Force: Vilgax Attacks;Nintendo DS;2009;1st Playable Productions;0.42;0.22;0.16;0.0;0.04;7th Gen;Handheld;Nintendo;ben 10 alien force vilgax attacks
673;Ben 10 Alien Force: Vilgax Attacks;PlayStation 2;2009;Papaya Studio Corporation;0.29;0.11;0.03;0.0;0.15;6th Gen;Home Console;Sony;ben 10 alien force vilgax attacks
674;Ben 10 Alien Force: Vilgax Attacks;PlayStation Portable;2009;1st Playable Productions;0.43;0.13;0.19;0.0;0.11;6th Gen;Handheld;Sony;ben 10 alien force vilgax attacks
675;Ben 10 Alien Force: Vilgax Attacks;Wii;2009;Papaya Studio Corporation;0.44;0.25;0.15;0.0;0.04;7th Gen;Home Console;Nintendo;ben 10 alien force vilgax attacks
676;Ben 10 Alien Force: Vilgax Attacks;Xbox 360;2009;Papaya Studio Corporation;0.22;0.11;0.09;0.0;0.02;7th Gen;Home Console;Microsoft;ben 10 alien force vilgax attacks
677;Ben 10 Galactic Racing;Nintendo 3DS;2011;Monkey Bar Games;0.15;0.07;0.07;0.0;0.01;8th Gen;Handheld;Nintendo;ben 10 galactic racing
678;Ben 10 Galactic Racing;Nintendo DS;2011;Monkey Bar Games;0.13;0.09;0.03;0.0;0.01;7th Gen;Handheld;Nintendo;ben 10 galactic racing
679;Ben 10 Galactic Racing;PlayStation 3;2011;Monkey Bar Games;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Sony;ben 10 galactic racing
680;Ben 10 Galactic Racing;PlayStation Vita;2012;Unknown;0.05;0.02;0.02;0.0;0.01;8th Gen;Handheld;Sony;ben 10 galactic racing
681;Ben 10 Galactic Racing;Wii;2011;Monkey Bar Games;0.12;0.08;0.03;0.0;0.01;7th Gen;Home Console;Nintendo;ben 10 galactic racing
682;Ben 10 Galactic Racing;Xbox 360;2011;Monkey Bar Games;0.1;0.07;0.02;0.0;0.01;7th Gen;Home Console;Microsoft;ben 10 galactic racing
683;Ben 10 Omniverse 2;Nintendo 3DS;2013;1st Playable Productions;0.02;0.0;0.02;0.0;0.0;8th Gen;Handheld;Nintendo;ben 10 omniverse 2
684;Ben 10 Omniverse 2;Xbox 360;2013;High Voltage Software;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft;ben 10 omniverse 2
685;Ben 10: Protector of Earth;Nintendo DS;2007;1st Playable Productions;1.69;0.68;0.82;0.0;0.19;7th Gen;Handheld;Nintendo;ben 10 protector of earth
686;Ben 10: Protector of Earth;PlayStation Portable;2007;Unknown;0.72;0.23;0.31;0.0;0.18;6th Gen;Handheld;Sony;ben 10 protector of earth
687;Ben 10: Protector of Earth;Wii;2007;High Voltage Software;1.22;0.54;0.55;0.0;0.13;7th Gen;Home Console;Nintendo;ben 10 protector of earth
688;Ben 10 Triple Pack;Nintendo DS;2011;D3 Publisher;0.26;0.12;0.12;0.0;0.02;7th Gen;Handheld;Nintendo;ben 10 triple pack
689;Ben 10 Ultimate Alien: Cosmic Destruction;Nintendo DS;2010;Griptonite Games;0.33;0.22;0.08;0.0;0.03;7th Gen;Handheld;Nintendo;ben 10 ultimate alien cosmic destruction
690;Ben 10 Ultimate Alien: Cosmic Destruction;PlayStation 2;2010;Papaya Studios;0.23;0.13;0.06;0.0;0.04;6th Gen;Home Console;Sony;ben 10 ultimate alien cosmic destruction
691;Ben 10 Ultimate Alien: Cosmic Destruction;PlayStation 3;2010;Papaya Studios;0.25;0.12;0.09;0.0;0.04;7th Gen;Home Console;Sony;ben 10 ultimate alien cosmic destruction
692;Ben 10 Ultimate Alien: Cosmic Destruction;PlayStation Portable;2010;Papaya Studios;0.24;0.1;0.09;0.0;0.05;6th Gen;Handheld;Sony;ben 10 ultimate alien cosmic destruction
693;Ben 10 Ultimate Alien: Cosmic Destruction;Wii;2010;Papaya Studios;0.28;0.17;0.09;0.0;0.02;7th Gen;Home Console;Nintendo;ben 10 ultimate alien cosmic destruction
694;Ben 10 Ultimate Alien: Cosmic Destruction;Xbox 360;2010;Papaya Studios;0.18;0.1;0.06;0.0;0.02;7th Gen;Home Console;Microsoft;ben 10 ultimate alien cosmic destruction
695;Beowulf: The Game;PlayStation 3;2007;Ubisoft;0.16;0.14;0.01;0.0;0.01;7th Gen;Home Console;Sony;beowulf the game
696;Beowulf: The Game;Xbox 360;2007;Ubisoft;0.4;0.36;0.01;0.0;0.03;7th Gen;Home Console;Microsoft;beowulf the game
697;Berserk and the Band of the Hawk;PlayStation 4;2017;Omega Force;0.16;0.07;0.02;0.05;0.02;8th Gen;Home Console;Sony;berserk and the band of the hawk
698;Beyblade Evolution;Nintendo 3DS;2013;Rising Star Games;0.09;0.06;0.02;0.0;0.01;8th Gen;Handheld;Nintendo;beyblade evolution
699;Beyblade: Metal Fusion;Nintendo DS;2010;Hudson Soft;0.25;0.07;0.03;0.14;0.01;7th Gen;Handheld;Nintendo;beyblade metal fusion
700;Beyblade: Metal Masters;Nintendo DS;2011;Hudson Soft;0.27;0.14;0.1;0.0;0.03;7th Gen;Handheld;Nintendo;beyblade metal masters
701;BeyBlade VForce: Super Tournament Battle;GameCube;2003;Takara;0.21;0.16;0.04;0.0;0.01;6th Gen;Home Console;Nintendo;beyblade vforce super tournament battle
702;Beyond Good & Evil;GameCube;2003;Ubisoft Montpellier;0.07;0.06;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;beyond good & evil
703;Beyond Good & Evil;PlayStation 2;2003;Ubisoft Montpellier;0.33;0.16;0.13;0.0;0.04;6th Gen;Home Console;Sony;beyond good & evil
704;Beyond Good & Evil;Xbox;2003;Ubisoft Montpellier;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;beyond good & evil
705;Beyond The Beyond;PlayStation;1996;Camelot Software Planning;0.58;0.11;0.08;0.35;0.04;5th Gen;Home Console;Sony;beyond the beyond
706;Beyond: Two Souls;PlayStation 3;2013;Quantic Dream;1.8;0.52;0.88;0.06;0.34;7th Gen;Home Console;Sony;beyond two souls
707;Bicycle Casino 2005;Xbox;2004;Leaping Lizard Software Inc.;0.23;0.17;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;bicycle casino 2005
708;Big Air;PlayStation;1999;Pitbull Syndicate;0.18;0.1;0.07;0.0;0.01;5th Gen;Home Console;Sony;big air
709;Big Air Freestyle;GameCube;2002;Paradigm Entertainment;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;big air freestyle
710;Big Bass World Championship;PlayStation;1997;Unknown;0.36;0.2;0.14;0.0;0.02;5th Gen;Home Console;Sony;big bass world championship
711;Big Beach Sports;Wii;2008;HB Studios Multimedia;1.67;0.45;1.02;0.0;0.2;7th Gen;Home Console;Nintendo;big beach sports
712;Big Beach Sports 2;Wii;2010;Jet Black Games;0.26;0.11;0.12;0.0;0.03;7th Gen;Home Console;Nintendo;big beach sports 2
713;Big Brain Academy;Nintendo DS;2005;;6.67;1.67;2.78;1.6;0.62;7th Gen;Handheld;Nintendo;big brain academy
714;Big Brain Academy: Wii Degree;Wii;2007;Nintendo EAD;3.83;1.06;1.93;0.41;0.43;7th Gen;Home Console;Nintendo;big brain academy wii degree
715;Big Family Games;Wii;2009;THQ;0.24;0.0;0.22;0.0;0.02;7th Gen;Home Console;Nintendo;big family games
716;Big Hero 6: Battle in the Bay;Nintendo 3DS;2014;GameMill;0.18;0.0;0.17;0.0;0.01;8th Gen;Handheld;Nintendo;big hero 6 battle in the bay
717;Big Hero 6: Battle in the Bay;Nintendo DS;2014;GameMill;0.01;0.0;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;big hero 6 battle in the bay
718;Big Idea's VeggieTales: LarryBoy and the Bad Apple;PlayStation 2;2006;Papaya Studios;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;big ideas veggietales larryboy and the bad apple
719;Big League Sports;Wii;2008;Koolhaus Games;0.11;0.09;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;big league sports
720;Big League Sports;Xbox 360;2011;Activision;0.22;0.18;0.02;0.0;0.02;7th Gen;Home Console;Microsoft;big league sports
721;Big Mountain 2000;Nintendo 64;2000;Imagineer;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;big mountain 2000
722;Big Mutha Truckers;GameCube;2003;Eutechnyx;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;big mutha truckers
723;Big Mutha Truckers;PlayStation 2;2003;Eutechnyx;0.84;0.41;0.32;0.0;0.11;6th Gen;Home Console;Sony;big mutha truckers
724;Big Mutha Truckers;Xbox;2003;Eutechnyx;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;big mutha truckers
725;Big Mutha Truckers 2;PlayStation 2;2005;Eutechnyx;0.2;0.1;0.07;0.0;0.03;6th Gen;Home Console;Sony;big mutha truckers 2
726;Big Mutha Truckers 2;Xbox;2005;Eutechnyx;0.07;0.05;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;big mutha truckers 2
727;Big Strike Bowling;PlayStation;2003;Coresoft;0.42;0.23;0.16;0.0;0.03;5th Gen;Home Console;Sony;big strike bowling
728;Biker Mice From Mars;PlayStation 2;2007;Creat Studio;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;biker mice from mars
729;Billy Hatcher and the Giant Egg;GameCube;2003;Sonic Team;0.25;0.19;0.05;0.0;0.01;6th Gen;Home Console;Nintendo;billy hatcher and the giant egg
730;Binary Domain;PlayStation 3;2012;Amusement Vision;0.33;0.09;0.07;0.14;0.03;7th Gen;Home Console;Sony;binary domain
731;Binary Domain;Xbox 360;2012;Amusement Vision;0.2;0.09;0.07;0.02;0.02;7th Gen;Home Console;Microsoft;binary domain
732;Bio FREAKS;Nintendo 64;1998;Saffire Corporation;0.14;0.11;0.03;0.0;0.0;5th Gen;Home Console;Nintendo;bio freaks
733;Bio FREAKS;PlayStation;1998;Saffire Corporation;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;bio freaks
734;Bionic Commando;PlayStation 3;2009;GRIN;0.37;0.12;0.17;0.01;0.07;7th Gen;Home Console;Sony;bionic commando
735;Bionic Commando;Xbox 360;2009;GRIN;0.28;0.12;0.12;0.01;0.03;7th Gen;Home Console;Microsoft;bionic commando
736;Bionicle;GameCube;2003;Argonaut Games;0.21;0.16;0.04;0.0;0.01;6th Gen;Home Console;Nintendo;bionicle
737;Bionicle;PlayStation 2;2003;Argonaut Games;0.44;0.21;0.17;0.0;0.06;6th Gen;Home Console;Sony;bionicle
738;Bionicle;Xbox;2003;Argonaut Games;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;bionicle
739;Bionicle Heroes;GameCube;2006;Traveller's Tales;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;bionicle heroes
740;Bionicle Heroes;Xbox 360;2006;Traveller's Tales;0.07;0.05;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;bionicle heroes
741;BioShock;PlayStation 3;2008;2K Boston / 2K Australia / 2K Marin;1.45;0.75;0.48;0.01;0.21;7th Gen;Home Console;Sony;bioshock
742;BioShock;Xbox 360;2007;2K Australia / 2K Boston;2.83;1.65;0.85;0.05;0.28;7th Gen;Home Console;Microsoft;bioshock
743;BioShock 2;PlayStation 3;2010;2K Marin;1.55;0.85;0.46;0.02;0.22;7th Gen;Home Console;Sony;bioshock 2
744;BioShock 2;Xbox 360;2010;2K Marin;2.21;1.45;0.54;0.02;0.2;7th Gen;Home Console;Microsoft;bioshock 2
745;BioShock Infinite;PlayStation 3;2013;Irrational Games;1.82;0.74;0.74;0.04;0.3;7th Gen;Home Console;Sony;bioshock infinite
746;BioShock Infinite;Xbox 360;2013;Irrational Games;1.97;1.22;0.55;0.02;0.18;7th Gen;Home Console;Microsoft;bioshock infinite
747;BioShock The Collection;PlayStation 4;2016;;0.2;0.05;0.11;0.01;0.03;8th Gen;Home Console;Sony;bioshock the collection
748;BioShock: The Collection;PlayStation 4;2016;Blind Squirrel Digital, Inc;0.86;0.41;0.28;0.03;0.14;8th Gen;Home Console;Sony;bioshock the collection
749;BioShock The Collection;Xbox One;2016;;0.08;0.03;0.04;0.0;0.01;8th Gen;Home Console;Microsoft;bioshock the collection
750;BioShock: The Collection;Xbox One;2016;Blind Squirrel Digital, Inc;0.48;0.35;0.08;0.0;0.05;8th Gen;Home Console;Microsoft;bioshock the collection
751;Birds of Steel;PlayStation 3;2012;Gaijin Games;0.24;0.1;0.09;0.02;0.03;7th Gen;Home Console;Sony;birds of steel
752;Birds of Steel;Xbox 360;2012;Gaijin Games;0.15;0.11;0.03;0.0;0.01;7th Gen;Home Console;Microsoft;birds of steel
753;BIT.TRIP COMPLETE;Wii;2011;Gaijin Games Inc.;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Nintendo;bit.trip complete
754;BIT.TRIP SAGA;Nintendo 3DS;2011;Gaijin Games Inc.;0.14;0.09;0.04;0.0;0.01;8th Gen;Handheld;Nintendo;bit.trip saga
755;Black;PlayStation 2;2006;Criterion Games;1.24;1.01;0.04;0.03;0.16;6th Gen;Home Console;Sony;black
756;Black;Xbox;2006;Criterion Games;0.41;0.31;0.09;0.0;0.01;6th Gen;Home Console;Microsoft;black
757;Black & Bruised;GameCube;2003;Digital Fiction;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;black & bruised
758;Black & Bruised;PlayStation 2;2003;Digital Fiction;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;black & bruised
759;Black Bass with Blue Marlin;PlayStation;1999;Unknown;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;black bass with blue marlin
760;Black Dawn;PlayStation;1996;Black Ops Entertainment;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;black dawn
761;Black Jack vs. Matsudajun;PlayStation;2000;Pony Canyon;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;black jack vs. matsudajun
762;Black Stone: Magic & Steel;Xbox;2003;Unknown;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;black stone magic & steel
763;Blacksite: Area 51;PlayStation 3;2007;Midway Studios Austin;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Sony;blacksite area 51
