;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
8094;Madden NFL 12;PlayStation Portable;2011;EA Tiburon;0.23;0.21;0.0;0.0;0.02;6th Gen;Handheld;Sony;madden nfl 12
8095;Madden NFL 12;Wii;2011;EA Tiburon;0.44;0.41;0.0;0.0;0.03;7th Gen;Home Console;Nintendo;madden nfl 12
8096;Madden NFL 12;Xbox 360;2011;EA Tiburon;2.7;2.43;0.11;0.0;0.16;7th Gen;Home Console;Microsoft;madden nfl 12
8097;Madden NFL 13;PlayStation 3;2012;EA Tiburon;2.72;2.12;0.24;0.0;0.36;7th Gen;Home Console;Sony;madden nfl 13
8098;Madden NFL 13;PlayStation Vita;2012;EA Tiburon;0.35;0.28;0.0;0.0;0.07;8th Gen;Handheld;Sony;madden nfl 13
8099;Madden NFL 13;Wii;2012;EA Tiburon;0.52;0.47;0.0;0.0;0.05;7th Gen;Home Console;Nintendo;madden nfl 13
8100;Madden NFL 13;Wii U;2012;EA Tiburon;0.23;0.21;0.0;0.0;0.02;8th Gen;Home Console;Nintendo;madden nfl 13
8101;Madden NFL 13;Xbox 360;2012;EA Tiburon;2.93;2.53;0.16;0.0;0.24;7th Gen;Home Console;Microsoft;madden nfl 13
8102;Madden NFL 15;PlayStation 3;2014;EA Tiburon;1.5;1.11;0.11;0.0;0.28;7th Gen;Home Console;Sony;madden nfl 15
8103;Madden NFL 15;PlayStation 4;2014;EA Tiburon;2.24;1.58;0.25;0.0;0.41;8th Gen;Home Console;Sony;madden nfl 15
8104;Madden NFL 15;Xbox 360;2014;EA Tiburon;2.08;1.8;0.06;0.0;0.22;7th Gen;Home Console;Microsoft;madden nfl 15
8105;Madden NFL 15;Xbox One;2014;EA Tiburon;1.61;1.34;0.1;0.0;0.17;8th Gen;Home Console;Microsoft;madden nfl 15
8106;Madden NFL 16;PlayStation 3;2015;EA Tiburon;0.82;0.6;0.07;0.0;0.15;7th Gen;Home Console;Sony;madden nfl 16
8107;Madden NFL 16;PlayStation 4;2015;EA Tiburon;3.31;2.39;0.31;0.0;0.61;8th Gen;Home Console;Sony;madden nfl 16
8108;Madden NFL 16;Xbox 360;2015;EA Tiburon;1.01;0.88;0.02;0.0;0.11;7th Gen;Home Console;Microsoft;madden nfl 16
8109;Madden NFL 16;Xbox One;2015;EA Tiburon;2.47;2.13;0.08;0.0;0.26;8th Gen;Home Console;Microsoft;madden nfl 16
8110;Madden NFL 17;PlayStation 3;2016;EA Tiburon;0.24;0.15;0.05;0.0;0.04;7th Gen;Home Console;Sony;madden nfl 17
8111;Madden NFL 17;PlayStation 4;2016;EA Tiburon;3.27;2.3;0.37;0.0;0.6;8th Gen;Home Console;Sony;madden nfl 17
8112;Madden NFL 17;Xbox 360;2016;EA Tiburon;0.47;0.37;0.05;0.0;0.05;7th Gen;Home Console;Microsoft;madden nfl 17
8113;Madden NFL 17;Xbox One;2016;EA Tiburon;2.44;2.14;0.04;0.0;0.26;8th Gen;Home Console;Microsoft;madden nfl 17
8114;Madden NFL 18;PlayStation 4;2017;EA Tiburon;2.62;1.73;0.42;0.0;0.47;8th Gen;Home Console;Sony;madden nfl 18
8115;Madden NFL 18;Xbox One;2017;EA Tiburon;1.9;1.63;0.07;0.0;0.2;8th Gen;Home Console;Microsoft;madden nfl 18
8116;Madden NFL 19;PlayStation 4;2018;EA Tiburon;2.22;1.63;0.18;0.0;0.41;8th Gen;Home Console;Sony;madden nfl 19
8117;Madden NFL 19;Xbox One;2018;EA Tiburon;1.51;1.33;0.02;0.0;0.16;8th Gen;Home Console;Microsoft;madden nfl 19
8118;Madden NFL 2000;Nintendo 64;1999;EA Tiburon;0.6;0.58;0.02;0.0;0.0;5th Gen;Home Console;Nintendo;madden nfl 2000
8119;Madden NFL 2000;PlayStation;1999;EA Tiburon;1.76;1.68;0.04;0.0;0.04;5th Gen;Home Console;Sony;madden nfl 2000
8120;Madden NFL 2001;Nintendo 64;2000;EA Tiburon;0.64;0.6;0.03;0.0;0.01;5th Gen;Home Console;Nintendo;madden nfl 2001
8121;Madden NFL 2001;PlayStation;2000;EA Sports;1.67;1.58;0.05;0.0;0.04;5th Gen;Home Console;Sony;madden nfl 2001
8122;Madden NFL 2001;PlayStation 2;2000;EA Sports;1.51;1.19;0.07;0.05;0.2;6th Gen;Home Console;Sony;madden nfl 2001
8123;Madden NFL 2002;GameCube;2001;EA Sports;0.61;0.47;0.12;0.0;0.02;6th Gen;Home Console;Nintendo;madden nfl 2002
8124;Madden NFL 2002;Nintendo 64;2001;BudCat Games;0.43;0.41;0.02;0.0;0.0;5th Gen;Home Console;Nintendo;madden nfl 2002
8125;Madden NFL 2002;PlayStation;2001;EA Sports;1.4;0.78;0.53;0.0;0.09;5th Gen;Home Console;Sony;madden nfl 2002
8126;Madden NFL 2002;PlayStation 2;2001;EA Sports;3.09;2.5;0.16;0.01;0.42;6th Gen;Home Console;Sony;madden nfl 2002
8127;Madden NFL 2002;Xbox;2001;EA Sports;0.58;0.53;0.02;0.0;0.03;6th Gen;Home Console;Microsoft;madden nfl 2002
8128;Madden NFL 2003;GameCube;2002;EA Tiburon;0.43;0.33;0.09;0.0;0.01;6th Gen;Home Console;Nintendo;madden nfl 2003
8129;Madden NFL 2003;PlayStation 2;2002;EA Tiburon;4.14;3.36;0.21;0.01;0.56;6th Gen;Home Console;Sony;madden nfl 2003
8130;Madden NFL 2003;Xbox;2002;EA Tiburon;0.72;0.67;0.02;0.0;0.03;6th Gen;Home Console;Microsoft;madden nfl 2003
8131;Madden NFL 2004;GameCube;2003;EA Tiburon;0.51;0.4;0.1;0.0;0.01;6th Gen;Home Console;Nintendo;madden nfl 2004
8132;Madden NFL 2004;PlayStation 2;2003;EA Tiburon;5.24;4.26;0.26;0.01;0.71;6th Gen;Home Console;Sony;madden nfl 2004
8133;Madden NFL 2004;Xbox;2003;EA Tiburon;1.09;1.02;0.02;0.0;0.05;6th Gen;Home Console;Microsoft;madden nfl 2004
8134;Madden NFL 2005;GameCube;2004;EA Tiburon;0.7;0.54;0.14;0.0;0.02;6th Gen;Home Console;Nintendo;madden nfl 2005
8135;Madden NFL 2005;Nintendo DS;2004;Exient Entertainment;0.26;0.24;0.0;0.0;0.02;7th Gen;Handheld;Nintendo;madden nfl 2005
8136;Madden NFL 2005;PlayStation 2;2004;EA Tiburon;4.53;4.18;0.26;0.01;0.08;6th Gen;Home Console;Sony;madden nfl 2005
8137;Madden NFL 2005;Xbox;2004;EA Tiburon;1.72;1.61;0.03;0.0;0.08;6th Gen;Home Console;Microsoft;madden nfl 2005
8138;Madden NFL 25;PlayStation 3;2013;EA Tiburon;2.03;1.62;0.03;0.0;0.38;7th Gen;Home Console;Sony;madden nfl 25
8139;Madden NFL 25;PlayStation 4;2013;EA Tiburon;0.96;0.64;0.15;0.0;0.17;8th Gen;Home Console;Sony;madden nfl 25
8140;Madden NFL 25;Xbox 360;2013;EA Tiburon;2.34;2.02;0.07;0.0;0.25;7th Gen;Home Console;Microsoft;madden nfl 25
8141;Madden NFL 25;Xbox One;2013;EA Tiburon;0.84;0.69;0.06;0.0;0.09;8th Gen;Home Console;Microsoft;madden nfl 25
8142;Madden NFL 97;PlayStation;1996;EA Tiburon;1.32;0.73;0.5;0.0;0.09;5th Gen;Home Console;Sony;madden nfl 97
8143;Madden NFL 98;PlayStation;1997;EA Tiburon;1.35;1.29;0.03;0.0;0.03;5th Gen;Home Console;Sony;madden nfl 98
8144;Madden NFL 99;Nintendo 64;1998;EA Tiburon;0.9;0.84;0.05;0.0;0.01;5th Gen;Home Console;Nintendo;madden nfl 99
8145;Madden NFL 99;PlayStation;1998;EA Sports;1.74;1.66;0.04;0.0;0.04;5th Gen;Home Console;Sony;madden nfl 99
8146;Madden NFL Football;Nintendo 3DS;2011;EA Tiburon;0.41;0.37;0.01;0.0;0.03;8th Gen;Handheld;Nintendo;madden nfl football
8147;Maestro! Jump in Music;Nintendo DS;2009;Pasta Games!;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;maestro! jump in music
8148;Mafia;PlayStation 2;2004;Illusion Softworks;0.7;0.34;0.27;0.0;0.09;6th Gen;Home Console;Sony;mafia
8149;Mafia;Xbox;2004;Illusion Softworks;0.23;0.17;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;mafia
8150;Mafia II;PlayStation 3;2010;Illusion Softworks;1.49;0.5;0.7;0.04;0.25;7th Gen;Home Console;Sony;mafia ii
8151;Mafia II;Xbox 360;2010;Illusion Softworks;1.55;0.85;0.55;0.0;0.15;7th Gen;Home Console;Microsoft;mafia ii
8152;Mafia III;PlayStation 4;2016;Hangar 13;2.87;0.72;1.67;0.04;0.44;8th Gen;Home Console;Sony;mafia iii
8153;Mafia III;Xbox One;2016;Hangar 13;1.11;0.54;0.48;0.0;0.09;8th Gen;Home Console;Microsoft;mafia iii
8154;Mage Knight: Destiny's Soldier;Nintendo DS;2006;Big Blue Bubble Inc.;0.02;0.02;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;mage knight destinys soldier
8155;Magi: Aratanaru Sekai;Nintendo 3DS;2014;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;8th Gen;Handheld;Nintendo;magi aratanaru sekai
8156;Magi: The Labyrinth of Beginning;Nintendo 3DS;2013;Bandai Namco Games;0.07;0.0;0.0;0.07;0.0;8th Gen;Handheld;Nintendo;magi the labyrinth of beginning
8157;Magic Carpet;PlayStation;1996;Bullfrog Productions;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;magic carpet
8158;Magic Encyclopedia: Moonlight;Nintendo DS;2010;Foreign Media Games;0.01;0.0;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;magic encyclopedia moonlight
8159;Magic Pengel: The Quest for Color;PlayStation 2;2003;Garakuda Studio;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;magic pengel the quest for color
8160;Magic: The Gathering - Battlegrounds;Xbox;2003;Secret Level;0.16;0.12;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;magic the gathering battlegrounds
8161;Magic: The Gathering - Battlemage;PlayStation;1997;Realtime Associates;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;magic the gathering battlemage
8162;Magical Starsign (JP sales);Nintendo DS;2006;Brownie Brown;0.04;0.0;0.0;0.04;0.0;7th Gen;Handheld;Nintendo;magical starsign (jp sales)
8163;Magical Starsign (US sales);Nintendo DS;2006;Brownie Brown;0.16;0.14;0.02;0.0;0.0;7th Gen;Handheld;Nintendo;magical starsign (us sales)
8164;Magical Tetris Challenge;Nintendo 64;1998;Capcom;0.2;0.13;0.02;0.05;0.0;5th Gen;Home Console;Nintendo;magical tetris challenge
8165;Magical ZhuZhu Princess: Carriages & Castles;Nintendo DS;2011;Black Lantern Studios;0.19;0.13;0.04;0.0;0.02;7th Gen;Handheld;Nintendo;magical zhuzhu princess carriages & castles
8166;Magical Zunou Power!!;Nintendo DS;2008;D3 Publisher;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;magical zunou power!!
8167;Magician's Quest: Mysterious Times;Nintendo DS;2009;Konami;0.53;0.04;0.01;0.48;0.0;7th Gen;Handheld;Nintendo;magicians quest mysterious times
8168;Magician's Quest: Town of Magic;Nintendo 3DS;2012;Konami;0.21;0.0;0.0;0.21;0.0;8th Gen;Handheld;Nintendo;magicians quest town of magic
8169;Magicians Academy;PlayStation 2;2007;Enterbrain;0.01;0.0;0.0;0.01;0.0;6th Gen;Home Console;Sony;magicians academy
8170;Magna Carta 2;Xbox 360;2009;SoftMax;0.29;0.13;0.07;0.07;0.02;7th Gen;Home Console;Microsoft;magna carta 2
8171;Magna Carta Portable;PlayStation Portable;2006;SoftMax;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony;magna carta portable
8172;Magna Carta: Tears of Blood;PlayStation 2;2005;SoftMax;0.22;0.11;0.08;0.0;0.03;6th Gen;Home Console;Sony;magna carta tears of blood
8173;Magnetica;Nintendo DS;2006;Mitchell;0.13;0.08;0.01;0.03;0.01;7th Gen;Handheld;Nintendo;magnetica
8174;Magus;PlayStation 3;2014;Black Tower Studios;0.01;0.01;0.0;0.0;0.0;7th Gen;Home Console;Sony;magus
8175;Mah Jong Quest: Expeditions;Nintendo DS;2007;Game Brains;0.29;0.02;0.26;0.0;0.01;7th Gen;Handheld;Nintendo;mah jong quest expeditions
8176;Mahjong * Dream C Club;PlayStation 3;2012;D3 Publisher;0.04;0.0;0.0;0.04;0.0;7th Gen;Home Console;Sony;mahjong * dream c club
8177;Mahjong * Dream C Club;Xbox 360;2012;Unknown;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Microsoft;mahjong * dream c club
8178;Mahjong * Dream C Club;Xbox 360;2012;D3 Publisher;0.02;0.0;0.0;0.02;0.0;7th Gen;Home Console;Microsoft;mahjong * dream c club
8179;Mahjong 300;Nintendo DS;2011;Avanquest Software;0.03;0.0;0.03;0.0;0.0;7th Gen;Handheld;Nintendo;mahjong 300
8180;Mahjong 3D: Warriors of the Emperor;Nintendo 3DS;2020;Engine Software;0.05;0.0;0.05;0.0;0.0;8th Gen;Handheld;Nintendo;mahjong 3d warriors of the emperor
8181;Mahjong 3D: Warriors of the Emperor;Nintendo 3DS;2011;;0.05;0.0;0.04;0.0;0.01;8th Gen;Handheld;Nintendo;mahjong 3d warriors of the emperor
8182;Mahjong Cub3D;Nintendo 3DS;2011;SunSoft;0.1;0.07;0.0;0.02;0.01;8th Gen;Handheld;Nintendo;mahjong cub3d
8183;Mahjong Fight Club;PlayStation Portable;2004;Konami;0.17;0.0;0.0;0.17;0.0;6th Gen;Handheld;Sony;mahjong fight club
8184;Mahjong Fight Club DS: Wi-Fi Taiou;Nintendo DS;2006;Konami;0.07;0.0;0.0;0.07;0.0;7th Gen;Handheld;Nintendo;mahjong fight club ds wi fi taiou
8185;Mahjong Kakutou Club Wii: Wi-Fi Taiou;Wii;2009;Konami;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;mahjong kakutou club wii wi fi taiou
8186;Mahjong Kakutou Club: Zenkoku Taisenban;PlayStation 3;2006;Konami;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony;mahjong kakutou club zenkoku taisenban
8187;Mahjong Master;Nintendo 64;1996;Konami Computer Entertainment Osaka;0.09;0.0;0.0;0.09;0.0;5th Gen;Home Console;Nintendo;mahjong master
8188;Mahjong Mysteries: Ancient Egypt;Nintendo DS;2010;Destineer;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo;mahjong mysteries ancient egypt
8189;Mahjong Taikai;Nintendo DS;2004;Koei;0.04;0.0;0.0;0.04;0.0;7th Gen;Handheld;Nintendo;mahjong taikai
8190;Mahjong Taikai IV;PlayStation 3;2006;Koei;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Sony;mahjong taikai iv
8191;Mahjong: Journey Quest for Tikal;Nintendo DS;2010;Cerasus Media;0.18;0.15;0.02;0.0;0.01;7th Gen;Handheld;Nintendo;mahjong journey quest for tikal
8192;Mahjong: Journey Quest for Tikal;Nintendo DS;2008;;0.19;0.15;0.03;0.0;0.01;7th Gen;Handheld;Nintendo;mahjong journey quest for tikal
8193;Mahjongg Mysteries: Ancient Egypt;Nintendo DS;2010;LvivMedia;0.2;0.07;0.11;0.0;0.02;7th Gen;Handheld;Nintendo;mahjongg mysteries ancient egypt
8194;Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~;PlayStation 2;2006;Konami;0.03;0.0;0.0;0.03;0.0;6th Gen;Home Console;Sony;mahou sensei negima! kagai jugyou ~otome no dokidoki beachside~
8195;Mahou Sensei Negima!? Neo-Pactio Fight!!;Wii;2007;Marvelous Interactive;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Nintendo;mahou sensei negima!? neo pactio fight!!
8196;Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces;PlayStation Portable;2010;WitchCraft;0.12;0.0;0.0;0.12;0.0;6th Gen;Handheld;Sony;mahou shoujo lyrical nanoha as portable the battle of aces
8197;Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny;PlayStation Portable;2011;;0.12;0.0;0.0;0.12;0.0;6th Gen;Handheld;Sony;mahou shoujo lyrical nanoha as portable the gears of destiny
8198;Mahou Shoujo Nanoha A's Portable: The Gears of Destiny;PlayStation Portable;2011;Namco Bandai Games;0.12;0.0;0.0;0.12;0.0;6th Gen;Handheld;Sony;mahou shoujo nanoha as portable the gears of destiny
8199;Mahouka Koukou no Rettousei: Out of Order;PlayStation Vita;2014;Namco Bandai Games;0.07;0.0;0.0;0.07;0.0;8th Gen;Handheld;Sony;mahouka koukou no rettousei out of order
8200;Mai-Otome Hime: Otome Butou Shi;PlayStation 2;2006;Sunrise Interactive;0.02;0.0;0.0;0.02;0.0;6th Gen;Home Console;Sony;mai otome hime otome butou shi
8201;Maitetsu: Pure Station;PlayStation 4;2018;Lose;0.01;0.0;0.0;0.01;0.0;8th Gen;Home Console;Sony;maitetsu pure station
8202;Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu;Nintendo DS;2008;Square Enix;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo;maji de manabu lec de ukaru ds hishou boki 3 kyuu
8203;Maji-Kyun! Renaissance;PlayStation Vita;2016;Unknown;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony;maji kyun! renaissance
8204;Majin Bone: The Majin of Space and Time;Nintendo 3DS;2014;Namco Bandai Games;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Nintendo;majin bone the majin of space and time
8205;Majin Tantei Nougami Neuro: Battle de Yo!;PlayStation 2;2008;Compile Heart;0.01;0.0;0.0;0.01;0.0;6th Gen;Home Console;Sony;majin tantei nougami neuro battle de yo!
8206;Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai;Nintendo DS;2008;Marvelous Interactive;0.01;0.0;0.0;0.01;0.0;7th Gen;Handheld;Nintendo;majin tantei nougami neuro neuro to miko no bishoku sanmai
8207;Majin and the Forsaken Kingdom;PlayStation 3;2010;Game Republic;0.29;0.09;0.14;0.01;0.05;7th Gen;Home Console;Sony;majin and the forsaken kingdom
8208;Majin and the Forsaken Kingdom;Xbox 360;2010;Game Republic;0.18;0.14;0.03;0.0;0.01;7th Gen;Home Console;Microsoft;majin and the forsaken kingdom
8209;Majo'ou;PlayStation Portable;2014;QuinRose;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony;majoou
8210;Major Dream: Major DS Dream Baseball;Nintendo DS;2008;Takara Tomy;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo;major dream major ds dream baseball
8211;Major Dream: Major Wii Nagero! Gyroball!!;Wii;2008;Takara Tomy;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Nintendo;major dream major wii nagero! gyroball!!
8212;Major Dream: Major Wii Perfect Closer;Wii;2008;Takara Tomy;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;major dream major wii perfect closer
8213;Major League Baseball 2K10;Nintendo DS;2010;Visual Concepts;0.15;0.14;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;major league baseball 2k10
8214;Major League Baseball 2K10;PlayStation 2;2010;Visual Concepts;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony;major league baseball 2k10
8215;Major League Baseball 2K10;PlayStation 3;2010;Visual Concepts;0.19;0.17;0.0;0.0;0.02;7th Gen;Home Console;Sony;major league baseball 2k10
8216;Major League Baseball 2K10;PlayStation Portable;2010;Visual Concepts;0.07;0.06;0.0;0.0;0.01;6th Gen;Handheld;Sony;major league baseball 2k10
8217;Major League Baseball 2K10;Wii;2010;Visual Concepts;0.26;0.24;0.0;0.0;0.02;7th Gen;Home Console;Nintendo;major league baseball 2k10
8218;Major League Baseball 2K10;Xbox 360;2010;Visual Concepts;0.51;0.47;0.0;0.0;0.04;7th Gen;Home Console;Microsoft;major league baseball 2k10
8219;Major League Baseball 2K11;Nintendo DS;2011;Visual Concepts;0.09;0.08;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;major league baseball 2k11
8220;Major League Baseball 2K11;PlayStation 2;2011;Visual Concepts;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;major league baseball 2k11
8221;Major League Baseball 2K11;PlayStation 3;2011;Visual Concepts;0.2;0.15;0.03;0.0;0.02;7th Gen;Home Console;Sony;major league baseball 2k11
8222;Major League Baseball 2K11;PlayStation Portable;2011;Visual Concepts;0.06;0.05;0.0;0.0;0.01;6th Gen;Handheld;Sony;major league baseball 2k11
8223;Major League Baseball 2K11;Wii;2011;Visual Concepts;0.15;0.14;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;major league baseball 2k11
8224;Major League Baseball 2K11;Xbox 360;2011;Visual Concepts;0.46;0.4;0.03;0.0;0.03;7th Gen;Home Console;Microsoft;major league baseball 2k11
8225;Major League Baseball 2K12;Nintendo DS;2012;Visual Concepts, Ltd.;0.08;0.07;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;major league baseball 2k12
8226;Major League Baseball 2K12;PlayStation 3;2012;Visual Concepts, Ltd.;0.2;0.18;0.0;0.0;0.02;7th Gen;Home Console;Sony;major league baseball 2k12
8227;Major League Baseball 2K12;PlayStation Portable;2012;Visual Concepts, Ltd.;0.11;0.09;0.0;0.0;0.02;6th Gen;Handheld;Sony;major league baseball 2k12
8228;Major League Baseball 2K12;Wii;2012;Visual Concepts, Ltd.;0.15;0.14;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;major league baseball 2k12
8229;Major League Baseball 2K12;Xbox 360;2012;Visual Concepts, Ltd.;0.5;0.47;0.0;0.0;0.03;7th Gen;Home Console;Microsoft;major league baseball 2k12
8230;Major League Baseball 2K13;PlayStation 3;2013;Visual Concepts, Ltd.;0.17;0.14;0.0;0.0;0.03;7th Gen;Home Console;Sony;major league baseball 2k13
8231;Major League Baseball 2K13;Xbox 360;2013;Visual Concepts, Ltd.;0.5;0.45;0.0;0.0;0.05;7th Gen;Home Console;Microsoft;major league baseball 2k13
8232;Major League Baseball 2K5;PlayStation 2;2005;Kush Games;1.47;0.72;0.56;0.0;0.19;6th Gen;Home Console;Sony;major league baseball 2k5
8233;Major League Baseball 2K5;Xbox;2005;Kush Games;0.56;0.52;0.02;0.0;0.02;6th Gen;Home Console;Microsoft;major league baseball 2k5
8234;Major League Baseball 2K6;GameCube;2006;Kush Games;0.16;0.13;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;major league baseball 2k6
8235;Major League Baseball 2K6;PlayStation 2;2006;Kush Games;0.44;0.37;0.01;0.0;0.06;6th Gen;Home Console;Sony;major league baseball 2k6
8236;Major League Baseball 2K6;PlayStation Portable;2006;Visual Concepts;0.12;0.11;0.0;0.0;0.01;6th Gen;Handheld;Sony;major league baseball 2k6
8237;Major League Baseball 2K6;Xbox;2006;Kush Games;0.32;0.24;0.07;0.0;0.01;6th Gen;Home Console;Microsoft;major league baseball 2k6
8238;Major League Baseball 2K6;Xbox 360;2006;Kush Games;0.37;0.34;0.0;0.0;0.03;7th Gen;Home Console;Microsoft;major league baseball 2k6
8239;Major League Baseball 2K7;PlayStation 2;2007;Kush Games;0.6;0.29;0.23;0.0;0.08;6th Gen;Home Console;Sony;major league baseball 2k7
8240;Major League Baseball 2K7;PlayStation 3;2007;Kush Games;0.25;0.23;0.0;0.0;0.02;7th Gen;Home Console;Sony;major league baseball 2k7
8241;Major League Baseball 2K7;PlayStation Portable;2007;Visual Concepts;0.09;0.08;0.0;0.0;0.01;6th Gen;Handheld;Sony;major league baseball 2k7
8242;Major League Baseball 2K7;Xbox 360;2007;Kush Games;0.73;0.67;0.0;0.0;0.06;7th Gen;Home Console;Microsoft;major league baseball 2k7
8243;Major League Baseball 2K8;PlayStation 2;2008;Kush Games;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony;major league baseball 2k8
8244;Major League Baseball 2K8;PlayStation 3;2008;Kush Games;0.31;0.28;0.0;0.0;0.03;7th Gen;Home Console;Sony;major league baseball 2k8
8245;Major League Baseball 2K8;PlayStation Portable;2008;Kush Games;0.03;0.03;0.0;0.0;0.0;6th Gen;Handheld;Sony;major league baseball 2k8
8246;Major League Baseball 2K8;Wii;2008;Kush Games;0.14;0.13;0.0;0.0;0.01;7th Gen;Home Console;Nintendo;major league baseball 2k8
8247;Major League Baseball 2K8;Xbox 360;2008;Kush Games;0.61;0.56;0.0;0.0;0.05;7th Gen;Home Console;Microsoft;major league baseball 2k8
8248;Major League Baseball 2K8 Fantasy All-Stars;Nintendo DS;2008;Deep Fried Entertainment;0.12;0.11;0.0;0.0;0.01;7th Gen;Handheld;Nintendo;major league baseball 2k8 fantasy all stars
8249;Major League Baseball 2K9;PlayStation 2;2009;Visual Concepts;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;major league baseball 2k9
8250;Major League Baseball 2K9;PlayStation 3;2009;Visual Concepts;0.17;0.16;0.0;0.0;0.01;7th Gen;Home Console;Sony;major league baseball 2k9
8251;Major League Baseball 2K9;PlayStation Portable;2009;Visual Concepts;0.09;0.08;0.0;0.0;0.01;6th Gen;Handheld;Sony;major league baseball 2k9
8252;Major League Baseball 2K9;Wii;2009;Kush Games;0.26;0.24;0.0;0.0;0.02;7th Gen;Home Console;Nintendo;major league baseball 2k9
8253;Major League Baseball 2K9;Xbox 360;2009;Visual Concepts;0.61;0.56;0.0;0.0;0.05;7th Gen;Home Console;Microsoft;major league baseball 2k9
8254;Major League Baseball Featuring Ken Griffey Jr;Nintendo 64;1998;Angel Studios;0.79;0.75;0.03;0.0;0.01;5th Gen;Home Console;Nintendo;major league baseball featuring ken griffey jr
8255;Major Minor's Majestic March;Wii;2009;NanaOn-Sha;0.05;0.05;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;major minors majestic march
8256;Major Minor's Majestic March (jp sales);Wii;2009;NanaOn-Sha;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo;major minors majestic march (jp sales)
8257;Makai Kingdom: Chronicles of the Sacred Tome;PlayStation 2;2005;Nippon Ichi Software;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;makai kingdom chronicles of the sacred tome
8258;Makai Ouji: Devils and Realist - Dairiou no Hihou;Nintendo 3DS;2013;Bandai Namco Games;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Nintendo;makai ouji devils and realist dairiou no hihou
8259;Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita;PlayStation 3;2009;Nippon Ichi Software;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Sony;makai senki disgaea 3 append disc raspberyl hen hajime mashita
8260;Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita;PlayStation 3;2011;Nippon Ichi Software;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony;makai senki disgaea 4 fuuka & desco hen hajime mashita
8261;Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita;PlayStation Portable;2007;Nippon Ichi Software;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony;makai senki disgaea portable tsuushin taisen hajime mashita
8262;Makai Shin Trillion;PlayStation Vita;2014;;0.11;0.02;0.02;0.06;0.01;8th Gen;Handheld;Sony;makai shin trillion
8263;Make 10: A Journey of Numbers;Nintendo DS;2008;MuuMuu;0.07;0.0;0.0;0.07;0.0;7th Gen;Handheld;Nintendo;make 10 a journey of numbers
