;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company
16343;Velocity 2X;PlayStation Vita;2014;FuturLab;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Sony
16344;Velvet Assassin;Xbox 360;2009;Replay Studios;0.18;0.14;0.02;0.01;0.01;7th Gen;Home Console;Microsoft
16345;Venetica;PlayStation 3;2011;DECK13 Interactive;0.11;0.07;0.03;0.0;0.01;7th Gen;Home Console;Sony
16346;Venetica;PlayStation 3;2010;;0.13;0.07;0.04;0.0;0.02;7th Gen;Home Console;Sony
16347;Venetica;Xbox 360;2011;DECK13 Interactive;0.13;0.09;0.03;0.0;0.01;7th Gen;Home Console;Microsoft
16348;Venus & Braves: Majo to Megami to Horobi no Yogen;PlayStation Portable;2011;Namco Bandai Games;0.05;0.0;0.0;0.05;0.0;6th Gen;Handheld;Sony
16349;Vertigo;Wii;2009;Icon Games;0.05;0.05;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
16350;Vexx;GameCube;2003;Acclaim Studios Austin;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
16351;Vexx;PlayStation 2;2003;Acclaim Studios Austin;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony
16352;Vexx;Xbox;2003;Acclaim Studios Austin;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
16353;Victor Vran: Overkill Edition;Switch;2018;Haemimont Games;0.07;0.06;0.0;0.0;0.01;8th Gen;Hybrid;Nintendo
16354;Victorious Boxers: Ippo's Road to Glory;PlayStation 2;2001;New;0.48;0.05;0.04;0.38;0.01;6th Gen;Home Console;Sony
16355;Victorious Boxers: Revolution;Wii;2007;Cavia Inc.;0.14;0.07;0.0;0.06;0.01;7th Gen;Home Console;Nintendo
16356;Victorious: Hollywood Arts Debut;Nintendo DS;2011;Namco Bandai Games;0.15;0.13;0.01;0.0;0.01;7th Gen;Handheld;Nintendo
16357;Victorious: Taking the Lead;Wii;2012;High Voltage Software;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
16358;Victorious: Time to Shine;Xbox 360;2011;High Voltage Software;0.13;0.12;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
16359;Victory Spike;PlayStation;1996;Imagineer;0.01;0.0;0.0;0.01;0.0;5th Gen;Home Console;Sony
16360;Victory Zone;PlayStation;1995;Sony Computer Entertainment Japan;0.11;0.0;0.0;0.1;0.01;5th Gen;Home Console;Sony
16361;Vietcong: Purple Haze;PlayStation 2;2004;Coyote Developments;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
16362;Vietcong: Purple Haze;Xbox;2004;Coyote Developments;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
16363;Viewpoint;PlayStation;1995;Visual Concepts;0.07;0.04;0.03;0.0;0.0;5th Gen;Home Console;Sony
16364;Viewtiful Joe;GameCube;2003;Clover Studio;0.62;0.38;0.1;0.12;0.02;6th Gen;Home Console;Nintendo
16365;Viewtiful Joe;PlayStation 2;2004;Clover Studio;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony
16366;Viewtiful Joe 2;GameCube;2004;Clover Studio;0.22;0.17;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
16367;Viewtiful Joe 2;PlayStation 2;2004;Clover Studio;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony
16368;Viewtiful Joe: Double Trouble!;Nintendo DS;2005;Clover Studio;0.1;0.08;0.0;0.01;0.01;7th Gen;Handheld;Nintendo
16369;Viewtiful Joe: Red Hot Rumble;GameCube;2005;Clover Studio;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
16370;Viewtiful Joe: Red Hot Rumble;PlayStation Portable;2006;Clover Studio;0.09;0.08;0.0;0.0;0.01;6th Gen;Handheld;Sony
16371;Vigilante 8;Nintendo 64;1998;Luxoflux, Inc.;0.31;0.25;0.06;0.0;0.0;5th Gen;Home Console;Nintendo
16372;Vigilante 8;PlayStation;1998;Luxoflux, Inc.;1.23;0.68;0.47;0.0;0.08;5th Gen;Home Console;Sony
16373;Vigilante 8: 2nd Offense;Nintendo 64;2000;Luxoflux, Inc.;0.11;0.09;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
16374;Vigilante 8: 2nd Offense;PlayStation;1999;Luxoflux, Inc.;0.48;0.27;0.18;0.0;0.03;5th Gen;Home Console;Sony
16375;Viking: Battle for Asgard;PlayStation 3;2008;The Creative Assembly;0.39;0.14;0.18;0.0;0.07;7th Gen;Home Console;Sony
16376;Viking: Battle for Asgard;Xbox 360;2008;The Creative Assembly;0.44;0.16;0.23;0.0;0.05;7th Gen;Home Console;Microsoft
16377;Vikings: Wolves of Midgard;PlayStation 4;2017;Games Farm;0.05;0.03;0.01;0.0;0.01;8th Gen;Home Console;Sony
16378;Vikings: Wolves of Midgard;Xbox One;2017;Games Farm;0.01;0.01;0.0;0.0;0.0;8th Gen;Home Console;Microsoft
16379;Vin Diesel: Wheelman;PlayStation 3;2009;Tigon;0.31;0.12;0.14;0.0;0.05;7th Gen;Home Console;Sony
16380;Vin Diesel: Wheelman;Xbox 360;2009;Tigon;0.45;0.24;0.17;0.0;0.04;7th Gen;Home Console;Microsoft
16381;Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide;PlayStation Portable;2011;Gust;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
16382;Virtua Fighter 4;PlayStation 2;2002;Sega-AM2;1.82;0.78;0.44;0.56;0.04;6th Gen;Home Console;Sony
16383;Virtua Fighter 4: Evolution;PlayStation 2;2003;Sega-AM2;0.71;0.35;0.27;0.0;0.09;6th Gen;Home Console;Sony
16384;Virtua Fighter 5;PlayStation 3;2007;Sega-AM2;1.09;0.29;0.52;0.08;0.2;7th Gen;Home Console;Sony
16385;Virtua Fighter 5 Online;Xbox 360;2007;Sega-AM2;0.27;0.2;0.02;0.03;0.02;7th Gen;Home Console;Microsoft
16386;Virtua Pro Football;PlayStation 2;2006;Sega Europe;0.02;0.0;0.0;0.02;0.0;6th Gen;Home Console;Sony
16387;Virtua Quest;GameCube;2005;Artificial Mind and Movement;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Nintendo
16388;Virtua Quest;PlayStation 2;2005;Artificial Mind and Movement;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony
16389;Virtua Striker 2002;GameCube;2002;Amusement Vision;0.04;0.01;0.0;0.03;0.0;6th Gen;Home Console;Nintendo
16390;Virtua Tennis 2009;PlayStation 3;2009;Sumo Digital;0.37;0.09;0.22;0.0;0.06;7th Gen;Home Console;Sony
16391;Virtua Tennis 2009;Wii;2009;Sumo Digital;0.37;0.12;0.21;0.0;0.04;7th Gen;Home Console;Nintendo
16392;Virtua Tennis 2009;Xbox 360;2009;Sumo Digital;0.33;0.12;0.18;0.0;0.03;7th Gen;Home Console;Microsoft
16393;Virtua Tennis 3;PlayStation 3;2007;Sega-AM3;1.05;0.23;0.58;0.03;0.21;7th Gen;Home Console;Sony
16394;Virtua Tennis 3;PlayStation Portable;2007;Sumo Digital;0.05;0.02;0.02;0.0;0.01;6th Gen;Handheld;Sony
16395;Virtua Tennis 3;Xbox 360;2007;Sumo Digital;0.04;0.03;0.01;0.0;0.0;7th Gen;Home Console;Microsoft
16396;Virtua Tennis 4;PlayStation 3;2011;Sega-AM2;0.44;0.09;0.24;0.03;0.08;7th Gen;Home Console;Sony
16397;Virtua Tennis 4;Wii;2011;Sega-AM2;0.14;0.05;0.08;0.0;0.01;7th Gen;Home Console;Nintendo
16398;Virtua Tennis 4;Xbox 360;2011;Sega-AM2;0.24;0.12;0.09;0.01;0.02;7th Gen;Home Console;Microsoft
16399;Virtua Tennis 4: World Tour;PlayStation Vita;2012;Sega;0.48;0.04;0.34;0.01;0.09;8th Gen;Handheld;Sony
16400;Virtua Tennis 4: World Tour;PlayStation Vita;2011;;0.48;0.05;0.3;0.01;0.12;8th Gen;Handheld;Sony
16401;Virtua Tennis: World Tour (US & Others sales);PlayStation Portable;2005;Sumo Digital;0.66;0.16;0.36;0.0;0.14;6th Gen;Handheld;Sony
16402;Virtua Tennis: World Tour (jp sales);PlayStation Portable;2005;Sumo Digital;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
16403;Virtual Chess 64;Nintendo 64;1998;Titus Software;0.06;0.05;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
16404;Virtual Pool;PlayStation;1997;Celeris;0.5;0.28;0.19;0.0;0.03;5th Gen;Home Console;Sony
16405;Virtual Pool 64;Nintendo 64;1998;Celeris;0.1;0.08;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
16406;Virtual Pool: Tournament Edition;Xbox;2005;Celeris;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
16407;Virtual Pro Wrestling;PlayStation;1996;Aki Corporation;0.1;0.0;0.0;0.09;0.01;5th Gen;Home Console;Sony
16408;Virtual Villagers: A New Home;Nintendo DS;2010;Keen Games;0.05;0.04;0.01;0.0;0.0;7th Gen;Handheld;Nintendo
16409;Vitamin R;PlayStation Portable;2013;Rejet;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
16410;Vitamin X;PlayStation 2;2007;HuneX;0.01;0.0;0.0;0.01;0.0;6th Gen;Home Console;Sony
16411;Vitamin X Evolution;Nintendo DS;2008;HuneX;0.03;0.0;0.0;0.03;0.0;7th Gen;Handheld;Nintendo
16412;Vitamin X Evolution Plus;PlayStation Portable;2010;HuneX;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
16413;Vitamin X to Z;PlayStation Portable;2011;HuneX;0.06;0.0;0.0;0.06;0.0;6th Gen;Handheld;Sony
16414;Vitamin X: Destination;PlayStation Vita;2018;HuneX;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony
16415;Vitamin X: Detective B6;PlayStation Portable;2012;Unknown;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
16416;Vitamin Y;Nintendo DS;2008;HuneX;0.01;0.0;0.0;0.01;0.0;7th Gen;Handheld;Nintendo
16417;Vitamin Z;PlayStation 2;2009;HuneX;0.03;0.0;0.0;0.03;0.0;6th Gen;Home Console;Sony
16418;Vitamin Z Revolution;PlayStation Portable;2010;HuneX;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
16419;Vitamin Z: Graduation;PlayStation Portable;2013;Unknown;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
16420;Viva Pinata;Xbox 360;2006;Rare Ltd.;1.63;0.45;0.96;0.02;0.2;7th Gen;Home Console;Microsoft
16421;Viva Pinata: Party Animals;Xbox 360;2007;Krome Studios;0.23;0.19;0.02;0.0;0.02;7th Gen;Home Console;Microsoft
16422;Viva Pinata: Pocket Paradise;Nintendo DS;2008;Rare Ltd.;0.55;0.26;0.23;0.0;0.06;7th Gen;Handheld;Nintendo
16423;Viva Pinata: Trouble in Paradise;Xbox 360;2008;Rare Ltd.;0.47;0.16;0.25;0.01;0.05;7th Gen;Home Console;Microsoft
16424;Viz;Nintendo 64;1998;;0.29;0.23;0.06;0.0;0.0;5th Gen;Home Console;Nintendo
16425;Voodoo Vince;Xbox;2003;Beep Industries;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft
16426;W.L.O. Sekai Renai Kikousen;Xbox 360;2010;AKABEi SOFT2;0.02;0.0;0.0;0.02;0.0;7th Gen;Home Console;Microsoft
16427;WCW Backstage Assault;Nintendo 64;2000;Unknown;0.14;0.11;0.03;0.0;0.0;5th Gen;Home Console;Nintendo
16428;WCW Backstage Assault;PlayStation;2000;Electronic Arts;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony
16429;WCW Mayhem;Nintendo 64;1999;Kodiak Interactive;0.79;0.63;0.15;0.0;0.01;5th Gen;Home Console;Nintendo
16430;WCW Mayhem;PlayStation;1999;Kodiak Interactive;1.22;0.68;0.46;0.0;0.08;5th Gen;Home Console;Sony
16431;WCW Nitro;Nintendo 64;1998;Inland Productions;0.21;0.17;0.04;0.0;0.0;5th Gen;Home Console;Nintendo
16432;WCW Nitro;PlayStation;1998;Inland Productions;1.88;1.42;0.36;0.03;0.07;5th Gen;Home Console;Sony
16433;WCW vs the World;PlayStation;1998;Aki Corp.;1.46;1.17;0.2;0.04;0.05;5th Gen;Home Console;Sony
16434;WCW vs. nWo: World Tour;Nintendo 64;1997;Aki Corp.;1.7;1.37;0.28;0.03;0.02;5th Gen;Home Console;Nintendo
16435;WCW/NWO Thunder;PlayStation;1998;Inland Productions;1.69;1.1;0.48;0.04;0.07;5th Gen;Home Console;Sony
16436;WCW/nWo Revenge;Nintendo 64;1998;Aki Corp.;2.38;1.94;0.39;0.03;0.02;5th Gen;Home Console;Nintendo
16437;WORKxWORK;Switch;2018;FuRyu;0.01;0.0;0.0;0.01;0.0;8th Gen;Hybrid;Nintendo
16438;WRC 2: FIA World Rally Championship;PlayStation 3;2011;Milestone S.r.l;0.16;0.0;0.13;0.0;0.03;7th Gen;Home Console;Sony
16439;WRC 2: FIA World Rally Championship;Xbox 360;2011;Milestone S.r.l;0.07;0.0;0.06;0.0;0.01;7th Gen;Home Console;Microsoft
16440;WRC 4: FIA World Rally Championship;PlayStation Vita;2014;Milestone S.r.l.;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Sony
16441;WRC 5: FIA World Rally Championship;PlayStation 3;2015;Kylotonn Entertainment;0.11;0.04;0.05;0.0;0.02;7th Gen;Home Console;Sony
16442;WRC 5: FIA World Rally Championship;PlayStation 4;2015;Kylotonn Entertainment;0.06;0.0;0.05;0.0;0.01;8th Gen;Home Console;Sony
16443;WRC 5: FIA World Rally Championship;PlayStation Vita;2015;Kylotonn Entertainment;0.04;0.0;0.03;0.0;0.01;8th Gen;Handheld;Sony
16444;WRC 5: FIA World Rally Championship;Xbox 360;2015;Kylotonn Entertainment;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft
16445;WRC 5: FIA World Rally Championship;Xbox One;2015;Kylotonn Entertainment;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Microsoft
16446;WRC 6;PlayStation 4;2017;Bigben Interactive;0.07;0.03;0.02;0.01;0.01;8th Gen;Home Console;Sony
16447;WRC 6;Xbox One;2017;Bigben Interactive;0.03;0.03;0.0;0.0;0.0;8th Gen;Home Console;Microsoft
16448;WRC 7;PlayStation 4;2017;Kylotonn Entertainment;0.07;0.06;0.0;0.0;0.01;8th Gen;Home Console;Sony
16449;WRC 7;Xbox One;2017;Kylotonn Entertainment;0.05;0.04;0.0;0.0;0.01;8th Gen;Home Console;Microsoft
16450;WRC: FIA World Rally Championship;PlayStation Portable;2006;Traveller's Tales;0.03;0.02;0.01;0.0;0.0;6th Gen;Handheld;Sony
16451;WRC: FIA World Rally Championship;PlayStation Portable;2005;;0.04;0.02;0.01;0.0;0.01;6th Gen;Handheld;Sony
16452;WRC: World Rally Championship;PlayStation 2;2002;Evolution Studios;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony
16453;WSC REAL 08: World Snooker Championship;Wii;2008;Blade Interactive;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
16454;WSC REAL 09: World Snooker Championship;PlayStation 3;2009;Blade Interactive;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Sony
16455;WSC REAL 09: World Snooker Championship;Xbox 360;2009;Blade Interactive;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft
16456;WSC Real 09: World Championship Snooker;Wii;2009;Blade Interactive;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
16457;WSC Real 11: World Snooker Championship;PlayStation 3;2011;Dark Energy Digital;0.09;0.0;0.07;0.0;0.02;7th Gen;Home Console;Sony
16458;WSC Real 11: World Snooker Championship;Xbox 360;2011;Dark Energy Digital;0.03;0.0;0.03;0.0;0.0;7th Gen;Home Console;Microsoft
16459;WTA Tour Tennis;GameCube;2002;Konami;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Nintendo
